648,4.5,3.7,1
844,1.1,1,0
640,0.1,3.2,0
552,2.5,2.2,0
485,4.2,4.4,1
654,2.5,4.4,1
520,0.6,1.4,0
744,4.5,4.6,1
749,2.2,2.3,0
85,4.9,3.1,1
800,3,3,0
813,1.9,2.9,0
763,3.7,3,1
542,1.9,1.5,0
690,3.8,2.6,1
79,3,4.6,1
444,0.3,2.2,0
502,4.1,2.6,1
226,1,4.7,0
99,2.1,2.1,0
492,1.5,1.3,0
83,3,2.6,0
46,2.5,4.2,1
366,2.5,4.7,1
874,2.8,3.3,1
409,0.2,3.3,0
756,0.7,3.5,0
224,1.8,2.5,0
64,1.9,3.2,0
11,3.8,4.8,1
585,2.8,2.5,0
35,3.5,4,1
416,1.3,2.2,0
32,0.8,1.8,0
219,1.8,1.3,1
497,1.5,4.6,1
296,2.9,2,0
440,2,3.1,0
434,3.2,3.7,1
435,2.5,1.7,0
231,2.1,2.9,0
295,2.4,1.5,0
499,0.9,5,1
410,2.1,3.2,0
760,1.3,5,1
907,2.8,0.4,0
168,3.2,2.3,0
218,4.7,1.2,0
306,0.6,4.2,0
747,0.6,4.5,0
256,0.3,3.5,0
447,0.5,1.1,0
314,0.9,2,0
75,1.3,2.6,0
905,1.8,4.1,0
537,3.5,2.4,0
163,2.9,4.1,1
621,1.6,3.2,0
262,2.2,1.6,0
317,0.6,1.3,0
371,0.7,0.4,0
164,4.1,4.2,1
847,0.9,4.6,0
72,2.1,2.4,0
37,2.4,1.8,0
679,0.3,0.1,0
125,0.2,3.9,0
604,2.3,3.6,0
230,2.5,4.6,1
222,1.5,2.3,0
169,2,4.1,1
671,1.1,2.8,0
626,2.5,2.2,0
553,1.7,2.1,0
382,1.7,3.5,0
328,3.8,2.2,0
584,3.8,1.8,0
861,2.2,4.4,1
401,1.9,3.4,0
290,0.4,2.2,0
140,2.2,4,1
460,1.2,3,0
757,3.4,1.9,0
173,3.7,2.1,0
771,0,2.1,0
248,1.7,3.1,0
419,2.7,1.9,0
257,1.1,2.5,0
369,1.4,2.5,0
689,3.1,3.5,1
770,0.6,2.8,0
674,2.2,4.2,1
130,2.1,2.5,0
551,2.7,3,0
611,2.9,2.3,0
470,0,4,0
310,1.7,2,0
743,1.4,0.6,0
822,2.7,2.8,0
669,1,2.8,0
541,1.9,2.5,0
687,3.4,1.1,0
84,0.8,2.9,0
731,0.9,1.9,0
138,2.1,2.3,0
559,1.9,4.9,1
365,2.1,1.3,0
174,2.5,3,0
490,1.8,2.2,0
908,2.6,2.6,0
518,0.2,4.2,0
453,2,3.1,0
799,2.2,4.9,1
139,1.9,3.5,0
483,0,2.1,0
155,1.7,3.8,0
902,1.2,3.7,0
221,1.9,1,0
646,1.5,3.6,0
103,1.6,3.4,0
637,3.1,3,0
733,1.3,2.8,0
68,3.9,3,1
469,2.9,3.5,1
67,1.3,2.9,0
846,1,1.8,0
721,1.3,2.3,0
754,1.1,2.1,0
1,2.2,4.8,1
370,1.6,1.1,0
109,4.8,3.3,1
593,2.3,3.8,1
127,0.6,4.1,0
507,4.8,4,1
892,2.7,3.3,0
765,2.4,3.8,1
797,1.4,2.8,0
223,0.2,0.2,0
216,3.5,2.8,1
30,0.7,4.1,0
161,1.1,1.9,0
146,0.9,4.3,0
832,0.9,2.7,0
353,0.6,3,0
495,2.3,3,0
526,2.1,2.3,0
635,2.3,2.5,0
321,3.5,4.2,1
54,2.8,3.6,1
464,4.1,0.9,0
266,1.3,1.1,0
489,2.3,3.5,0
876,2,2.3,0
220,2.3,3.8,1
769,2.7,3.4,1
777,2.3,3.2,0
788,3.4,4.3,1
18,3.6,2.6,0
121,2.9,4.1,1
377,2.3,2.1,0
196,0.4,4.1,0
694,0.5,4.1,0
638,2.6,2.3,0
555,2.2,2.4,0
504,0.5,4,0
405,4.1,4.3,1
70,3.1,3.7,1
881,1.5,2.7,0
81,4.3,4.2,1
438,1.8,4.8,1
750,2.3,4.8,1
132,1.3,2.7,0
251,2,3,0
479,3,4.1,1
5,2.9,4,1
766,3.5,1.9,0
420,2.9,2.4,0
414,1.8,2,0
120,4.8,2.2,1
678,3.5,1,0
842,4.3,3.8,1
514,0.2,0.6,0
589,3.3,2.9,1
488,2.4,4.8,1
837,1.4,1.4,0
432,0.4,1.4,0
165,4.2,4,0
477,1.5,3.8,0
258,2.5,1.3,0
237,2.5,4,1
834,1.8,3.2,0
789,2.3,4.5,1
119,2.4,3.8,1
403,1.8,4.9,1
821,2.7,1.7,0
456,1.2,3.2,0
467,1.6,3.2,0
233,0.9,2.9,0
350,2.7,1.7,0
586,1.6,1.1,0
532,3.5,3.3,1
662,1.5,2.1,0
31,2.3,2,0
571,4.3,4.2,1
625,3.9,3.9,1
474,1,1.5,0
56,0.2,4.3,0
814,1.8,1.8,0
300,2.9,2.2,0
473,3.4,1.5,0
100,4.1,1.7,0
786,2.6,1.5,0
481,2.5,4,1
623,2.9,1,0
538,1.5,4.9,1
448,1.5,2.5,0
500,2.6,1.8,0
780,1.3,1.4,0
726,1.3,3.7,0
351,3.8,3.9,1
183,1.5,4.3,0
44,1.6,4.8,1
550,3.7,3.8,1
293,2.5,2.9,0
508,3.1,1.9,0
185,3.2,3.7,1
609,4.6,4.3,1
887,2.3,1.9,0
96,4.2,4.8,1
452,0.1,1.7,0
836,2.4,3.6,0
374,2.4,0.7,0
429,2,1.8,0
383,1.3,4,0
249,1.6,2.1,0
792,2.3,2.7,0
710,1.7,4.4,1
270,2.1,2.8,0
34,2.7,4.3,1
816,2.8,1.4,0
336,0.2,2.2,0
261,3.7,2.3,0
869,1.7,4.1,0
643,4.7,4.1,1
446,1.5,2,0
367,1.8,2.6,0
386,2.7,2.8,0
803,2.3,1.6,0
347,4.6,2.5,1
322,2,1.6,0
549,1.7,1.1,0
530,1.5,1.2,0
900,4.3,2.8,1
714,1.2,0.9,0
595,3.4,3.1,1
380,1.8,3.4,0
512,4.4,4.9,1
264,4,3.8,1
12,0.9,4.8,0
729,2.6,3.1,0
798,1.7,3.6,0
745,0.8,3.4,0
22,2.9,1.7,0
459,2.9,0.3,0
517,1.8,2.9,0
775,3.5,3.2,1
232,1.4,2.3,0
558,1.5,2.9,0
910,1.9,3.5,0
463,1.4,2.9,0
519,0.2,3.1,0
320,0.2,2.1,0
853,2.1,3,0
563,2.5,2.4,0
513,2.5,2.8,0
841,1.3,4.6,1
8,1.9,4.3,1
57,2,4.6,1
838,2.7,3,0
42,1,3.6,0
675,0.7,2.4,0
378,1.2,3.6,0
192,1.6,4.9,1
810,4.8,4.5,1
865,2.2,3.1,0
728,2.6,3.6,1
265,2.2,3,0
154,1,3.7,0
209,2.7,1.7,0
776,3,4.7,1
735,1.3,3.9,0
468,2.4,3,0
285,3.5,0.5,0
13,3.2,3.7,1
522,0.5,2.5,0
487,0.5,4.4,0
339,0.8,4.7,0
338,1.3,3.9,0
875,2.2,4.7,1
50,2.2,3.1,0
394,2.8,3.9,1
372,4.3,1.9,0
778,2.2,2.2,0
404,2.3,4.1,1
673,3.8,4.7,1
724,2.8,2.6,0
546,0.8,0.1,0
759,2.4,1.7,0
122,1.7,2.4,0
39,2.2,0.5,0
204,1.2,2.2,0
379,0.7,3.5,0
268,2.6,4.1,1
388,1.8,2.8,0
316,2,2.9,0
95,2.2,2.6,0
187,4.1,3.3,1
619,1.2,4.4,0
385,1.2,3.9,0
683,1.9,3,0
889,3.3,3.2,1
170,3.3,4,1
824,1.2,3.4,0
217,2.3,4.3,1
381,3.2,3.6,1
666,4,3.2,1
567,1.3,1.4,0
97,0.7,4,0
74,1.2,0.8,0
400,3.1,2.3,0
133,1.3,3,0
329,3.9,2.1,0
672,3,2.9,0
356,2.2,4.5,1
302,2.1,4.1,1
278,4.4,2.5,1
696,0.7,3.2,0
627,2.2,4.2,0
702,2.5,4.2,1
896,3.5,2.7,1
818,1.8,1.3,0
602,0.7,3.2,0
575,1.2,3.7,0
441,2.9,1.1,0
323,2.6,4.8,1
110,2.4,2,0
656,2.9,1.7,0
820,2,0.6,0
597,1.6,4.4,1
242,4.4,1.5,0
688,2,1.6,0
408,1.2,2.8,0
28,1.5,1.5,0
384,3.4,3.5,1
755,1.5,3.3,0
104,3.4,3.6,1
476,2.3,3.5,0
864,1.8,2.2,0
181,3.5,1.7,0
360,2.1,1.6,0
647,2.6,1.4,0
535,3.5,3.5,1
189,2.2,4.4,1
308,1.4,3.6,0
431,1,4.1,0
102,1.3,3.8,0
723,1.3,0.7,0
906,3.9,4.3,1
650,1.9,0.9,0
605,3.6,2.5,0
29,1.9,4.4,1
349,3.1,4.1,1
272,4.6,3,1
511,0.6,3.5,0
863,1.6,4.8,1
201,2,3.1,0
94,2.1,1.3,0
829,2.1,3.8,0
177,3.1,3.7,1
629,1.5,2.5,0
282,1.9,4.8,1
450,1.3,1.7,0
343,2,2,0
536,4.8,1.9,1
663,1.8,0.9,0
740,3.4,2.9,1
862,1.6,3.1,0
746,4.9,3.3,1
878,2.7,2.4,0
160,1.8,3.8,0
608,0.3,3,0
182,2.3,2.8,0
129,3,3.2,1
730,1.4,3.2,0
245,2.2,2.5,0
751,3.3,1.9,0
631,1.7,4.5,1
840,1.8,3.3,0
178,1.9,1.6,0
823,3,1.4,0
565,1.5,4.1,0
362,3.8,1.1,0
307,0.6,3.8,0
825,3.4,0.6,0
9,3,1.8,0
421,0.2,1.3,0
572,0,1,0
752,2,4.9,1
195,0.5,1.7,0
390,0.9,2.2,0
211,2.2,1.7,0
717,1.3,0.7,0
592,3.5,4.5,1
193,1,1.4,0
833,3.3,1.1,0
725,0.4,4.1,0
817,2.4,3.5,0
354,0.3,2.5,0
179,3.6,4.4,1
545,2.8,1.2,0
594,0.9,1.9,0
337,3.4,3.2,1
424,4.5,3.1,1
134,2.5,4.2,1
580,2.3,4.1,1
348,4.4,4.2,1
645,1.4,4.7,1
890,0.4,2,0
877,3.3,3.7,1
505,4.4,3.6,1
748,3,2.8,0
806,1.3,4.8,1
882,2.9,4.6,1
711,1.9,0.6,0
682,2.4,2.7,0
636,3.5,3.9,1
612,3.4,0.6,0
402,2.6,2.4,0
61,3.4,3.6,1
596,1.4,3.3,0
141,3.4,2,0
871,2.9,0.9,0
547,4.5,3.9,1
422,0.5,2,0
312,2.9,2.2,0
423,1.8,1.1,0
603,3.9,4.9,1
26,2.5,3.5,0
144,4.1,1.4,0
142,1.4,3.1,0
716,1.2,1.2,0
482,2.2,2.5,0
884,2.4,2.5,0
2,0.6,1.7,0
873,1.7,3.4,0
62,3.1,2,0
397,0.7,2.4,0
579,0.2,2.3,0
573,3.4,3.6,1
269,0.4,4.4,0
718,1.1,1.2,0
355,3.1,3.6,1
137,3.9,2.3,0
577,1.1,1.7,0
899,3.2,1.2,0
658,3.2,1.5,0
909,1,3.2,0
255,3.9,3.4,1
411,3.8,2.8,1
574,2.8,2.3,0
198,1.4,4.8,1
274,2.5,2,0
33,0.3,2.1,0
790,1.8,3.8,0
392,3.1,3.6,1
10,1.9,3.5,0
82,1.6,1.2,0
152,3.1,2.7,0
858,4.1,3.4,1
357,4,0.9,0
58,2.5,3.1,0
707,1.2,3.3,0
885,3.2,3.9,1
653,1.7,2.8,0
279,1.2,4.5,0
23,4.4,3.7,1
86,1.7,4.9,1
693,1.8,2.2,0
709,2.9,1,0
845,2.3,3.6,1
681,1.2,2.7,0
831,3.1,3.9,1
667,3,2.2,0
624,2,2.6,0
804,2.6,2.4,0
14,4.1,3.2,1
620,3.8,1.6,0
695,0,2,0
779,3.4,4.2,1
311,2.4,3,0
55,1.3,1.3,0
794,2.1,2.6,0
642,0.5,1.5,0
774,3.3,2.7,0
564,4.9,3.9,1
128,2.7,3.4,1
63,2,3.4,0
811,0.9,2.6,0
309,2.4,2.1,0
436,2.2,0.6,0
767,2.2,3,0
772,1,0.9,0
630,3.8,0.4,0
782,1.7,1.2,0
228,1.9,3.4,0
484,2.7,3.1,0
4,3.4,1.6,0
236,1.3,3.5,0
428,3.4,1.8,0
36,2.2,1.7,0
510,1.2,3.6,0
253,2.5,3.8,1
157,1.3,3.7,0
639,3.3,0.7,0
742,2.6,3.8,1
461,3.8,4.6,1
524,3.5,4.8,1
7,0.2,3,0
399,2.9,1.6,0
346,0.9,2,0
284,2.9,4.2,1
199,1.6,1.5,0
525,1.8,0.7,0
147,0.6,1.6,0
521,0.6,0.7,0
19,1,4.6,0
387,2,3.3,0
341,2.5,2.5,0
758,5,3.5,1
333,3.8,4.7,1
263,3.8,3.9,1
458,2.5,4.5,1
69,4,1.4,0
680,0.1,3,0
184,3.7,1.7,0
117,3.3,4.1,1
796,3.3,3.2,1
855,1.9,4.5,1
43,0.2,3.9,0
704,0.1,1.6,0
475,1.9,0.8,0
533,2.3,3.3,0
569,2.1,1.2,0
417,0.3,3.4,0
375,1.1,2.5,0
791,0.6,4.3,0
578,3.4,4.9,1
455,1.1,1.6,0
661,0.9,1.4,0
106,3,3.7,1
644,0.1,1.7,0
808,4.9,2.4,1
787,1.7,0.3,0
116,0.6,2.1,0
843,0.9,1.9,0
501,0.5,2.3,0
259,2.6,3,0
560,2,3.8,0
334,0.2,2.6,0
304,0.5,2.8,0
427,2.4,3.2,0
665,2.4,2.5,0
606,3.7,4.4,1
539,3.5,2.4,0
859,0.6,4.3,0
801,0.5,3.1,0
238,1.8,4.5,1
701,3.7,1.8,0
135,1.2,3.5,0
208,4.9,1.9,1
332,3.5,3.2,1
65,2.7,2.9,0
851,0.4,3.2,0
430,1.5,1.8,0
239,3.6,2.7,1
699,1.7,3.3,0
111,1.8,1.9,0
449,2.6,4.2,1
283,0.2,2.5,0
886,0.8,2.7,0
202,2.1,4.2,1
40,2.6,4,1
373,1.5,4.1,0
413,2.8,1.6,0
670,1.7,1.8,0
849,1.2,3.1,0
736,2.9,3,0
591,3,3.4,1
114,0.4,1.4,0
330,3.4,3.6,1
741,1.6,4.1,0
301,1.6,0.9,0
98,2.9,2.1,0
616,3.3,2.5,0
190,4,2.3,1
880,3.1,1.6,0
739,2.2,2.5,0
830,1.5,3.2,0
246,1.8,1.8,0
156,3.4,4,1
498,3.9,1.6,0
433,3.7,2.2,0
827,2.9,3.2,0
17,2.7,3.9,1
59,1.4,2.8,0
292,4.3,4.7,1
478,2,1.8,0
318,1.2,3.7,0
291,2.8,1.8,0
785,1.5,4.4,0
897,2,3.8,0
327,3.2,3.3,1
442,3.9,4.7,1
773,3.8,3,1
205,4.2,2.5,1
826,0.6,2.6,0
396,0.9,4.4,0
534,2,2.7,0
587,3.2,2.6,0
753,1.8,1.9,0
901,2.7,3.1,0
828,0.9,2.8,0
613,3.2,1.4,0
89,3,3.1,0
171,0,3.1,0
443,2.5,4,1
389,1.6,1.5,0
252,4.5,3.2,1
267,1.6,2,0
213,2.3,4.1,1
162,3.1,1.7,1
206,1.8,0.7,0
391,1.1,0.7,0
303,2.1,1.2,0
727,1.1,3.7,0
91,2.8,2.1,0
325,2.7,2.9,0
286,1.5,1.5,0
795,2.1,2,0
472,1.8,3.1,0
180,3.9,1.7,0
126,3.8,3.7,1
243,1.6,4.5,1
633,0.7,1.8,0
260,2.2,3.5,0
166,1.2,3.3,0
240,2.9,4.3,1
16,1,2.1,0
281,3,1,0
298,1.8,3.1,0
762,1.9,2.4,0
548,1.9,1.8,0
200,3.9,0.9,0
895,0.8,1,0
87,1.6,3,0
543,1.7,2,0
860,4.5,4,1
540,2,2.2,0
872,0.5,0.8,0
732,2.7,3.6,1
471,0.4,2.4,0
277,0.5,0.8,0
299,2.9,2.7,0
439,4.7,2.8,1
598,1.1,2,0
225,1.5,2.7,0
214,1.5,1.3,0
486,0.9,2.8,0
457,1.5,0,0
590,1.2,1.6,0
88,2.6,1.4,0
297,3.7,3.8,1
768,2.1,1.6,0
118,2.3,3.4,0
280,2.9,2.9,0
509,0.4,4.6,0
493,3.7,3.6,1
93,0.2,2,0
866,2.5,3.4,0
805,3,2.9,0
344,1.9,0.4,0
903,2.6,3.4,0
115,1.6,0.7,0
588,0.8,4.5,0
719,1.4,2.9,0
677,3.2,2.6,0
600,0.4,3,0
465,2,2.8,0
167,0.8,0.3,0
77,2.5,3.3,0
764,0.3,2.8,0
66,1.8,2.4,0
634,0.8,2.5,0
686,0.3,4,0
247,2.1,3,0
641,2.7,4.4,1
275,3.8,3.2,1
176,1.2,3.5,0
71,1.8,3.3,0
617,1.5,1.9,0
480,0.1,2.9,0
898,1.5,4,0
335,1.8,2.1,0
622,2,3.9,0
462,0.8,3.4,0
188,1.1,4.7,0
868,2.1,1.7,0
149,3.8,3.2,1
158,4.5,4.4,1
692,2,3.4,0
761,2.3,3.3,0
415,0.8,4.6,0
852,4.1,3,1
815,4.5,1.1,0
305,3.3,3.7,1
783,4,1.2,0
867,1.7,3.2,0
331,0.7,2.3,0
241,4.3,2.4,1
406,4.2,4.4,1
712,3.5,4.7,1
454,3.5,4.9,1
364,3,2.5,0
664,1.6,2.7,0
426,2.2,1.3,0
888,4.4,2.2,1
294,3.4,2.8,1
398,2,2.1,0
229,0.7,4.2,0
904,2.9,4.1,1
649,3.7,2.5,0
254,1.6,2,0
80,3.5,1.9,0
78,1,2.3,0
368,2.6,3.7,1
793,2,3.3,0
234,3.2,3.2,1
561,1.6,2.8,0
618,3.4,4.1,1
24,1.3,2.6,0
210,2.2,2.9,0
123,1.3,2.6,0
27,2,2.7,0
734,2.5,2.3,0
124,1.3,4.9,1
835,2.7,2.8,0
105,3.9,4.8,1
857,3.7,2.1,0
848,1.9,4.2,1
737,1.8,3.7,0
554,2.6,1.2,0
891,1.4,1.2,0
854,2,3.5,0
599,0.7,2.6,0
49,2.9,1.4,0
153,1.7,1.6,0
708,1.9,4.7,1
412,2.3,2.3,0
494,0.6,1.5,0
659,0.5,2.3,0
41,1.2,3.7,0
496,2.2,1.2,0
194,0.4,2.8,0
437,4.1,4.6,1
491,4.5,2.9,1
25,1.3,3,0
628,1.9,2.5,0
363,3.9,2.5,1
51,1.9,4.3,1
212,0.9,2.6,0
528,2.3,3.1,0
568,0.4,2.7,0
342,1.2,3.4,0
244,4.9,3.6,1
48,2.3,3.1,0
15,0.5,2.3,0
685,1.6,4.5,1
250,3.4,1.7,0
812,0.6,4.5,0
319,2.9,4.2,1
287,2.1,2.7,0
358,1.9,4.9,1
652,3.1,4.3,1
