1,69
1,128
1,50
1,51
1,66
1,38
1,61
1,107
1,141
1,172
1,51
1,150
1,33
1,108
1,113
1,101
1,59
1,58
1,59
1,83
1,78
1,129
1,146
1,57
1,51
1,115
1,111
1,132
1,66
1,126
1,182
1,125
1,81
1,159
1,28
1,105
1,64
1,86
1,101
1,37
1,120
1,135
1,175
1,95
1,117
1,73
1,24
1,83
1,161
1,39
1,110
1,115
1,109
1,135
1,147
1,83
1,49
1,170
1,94
1,93
1,162
1,62
1,91
1,135
1,72
1,144
1,130
1,81
1,69
1,120
1,45
1,154
1,90
1,91
1,116
1,85
1,66
1,90
1,187
1,199
1,129
1,85
1,81
1,102
1,132
1,157
1,58
1,86
1,45
1,148
1,71
1,88
1,99
1,94
1,58
1,27
1,49
1,53
1,69
1,118
1,55
1,166
1,82
1,85
1,130
1,63
1,109
1,65
1,88
1,146
1,120
1,70
1,85
1,51
1,34
1,105
1,132
1,60
1,92
1,120
1,77
1,112
1,180
1,119
1,141
1,65
1,63
1,135
1,122
1,85
1,49
1,116
1,121
1,31
1,100
1,95
1,48
1,109
1,45
1,218
1,158
1,95
1,108
1,102
1,133
1,67
1,118
1,78
1,143
1,62
1,45
1,29
1,26
1,67
1,131
1,48
1,83
1,133
1,67
1,106
1,67
1,41
1,116
1,130
1,90
1,21
1,46
1,71
1,99
1,56
1,77
1,95
1,40
1,128
1,102
1,104
1,54
1,101
1,106
1,56
1,94
1,71
1,35
1,88
1,177
1,24
1,77
1,80
1,120
1,87
1,109
1,22
1,33
1,38
1,94
1,129
1,79
1,44
1,54
1,124
1,187
1,89
1,88
1,75
1,123
1,34
1,38
1,140
1,117
1,29
1,69
1,66
1,80
1,56
1,37
1,93
1,170
1,102
1,98
1,106
1,47
1,91
1,87
1,121
1,136
1,94
1,132
1,151
1,119
1,95
1,27
1,98
1,84
1,47
1,70
1,72
1,66
1,90
1,90
1,26
1,63
1,96
1,22
1,105
1,119
1,102
1,43
1,71
1,53
1,70
1,36
1,21
1,50
1,111
1,49
1,89
1,205
1,74
1,59
1,74
1,68
1,190
1,45
1,35
1,116
1,47
1,138
1,114
1,152
1,45
1,46
1,91
1,95
1,150
1,71
1,97
1,32
1,77
1,68
1,86
1,98
1,61
1,91
1,95
1,29
1,96
1,149
